ID;Syn;AnswerFungl;AnswerProlog;Question;RQuestion;Types;Fixed
255;(SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (NP (DT the) (NNS rivers)) (PP (IN in) (NP (NNP Alaska))))));answer(river(loc_2(stateid('alaska'))));"answer(A,(river(A),loc(A,B),const(B,stateid(alaska))))";What are the rivers in Alaska;What are the rivers in alaska;object;2
256;(SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (NP (DT the) (NNS rivers)) (PP (IN in) (NP (NP (DT the) (NN state)) (PP (IN of) (NP (NNP Indiana))))))));answer(river(loc_2(state(stateid('indiana')))));"answer(A,(river(A),loc(A,B),state(B),const(B,stateid(indiana))))";What are the rivers in the state of Indiana;What are the rivers in indiana;object;2
257;(SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (NP (DT the) (NNS rivers)) (PP (IN in) (NP (NP (DT the) (NN state)) (PP (IN of) (NP (NNP Texas))))))));answer(river(loc_2(state(stateid('texas')))));"answer(A,(river(A),loc(A,B),state(B),const(B,stateid(texas))))";What are the rivers in the state of Texas;What are the rivers in texas;object;2
258;(SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (NP (DT the) (NNS rivers)) (PP (IN of) (NP (NNP Montana))))));answer(river(loc_2(stateid('montana'))));"answer(A,(river(A),loc(A,B),const(B,stateid(montana))))";What are the rivers of Montana;What are the rivers in montana;object;2
259;(SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (DT the) (NNS states))));answer(state(all));"answer(A,state(A))";What are the states;What are the states in usa;object;2
260;(SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (NP (DT the) (NNS states)) (SBAR (WHNP (WDT that)) (S (VP (VBP border) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS greatest) (NN population))))))))));answer(state(next_to_2(largest_one(population_1(state(all))))));"answer(A,(state(A),next_to(B,A),largest(C,(state(B),population(B,C)))))";What are the states that border the state with the greatest population;What are the states that intersect with the state with the greatest population;object;0
261;(SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (NP (DT the) (NNS states)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NNP Potomac)) (VP (VBZ runs) (PP (IN through))))))));answer(state(traverse_1(riverid('potomac'))));"answer(A,(state(A),const(B,riverid(potomac)),traverse(B,A)))";What are the states that the Potomac runs through;Which states intersect with potomac;object;2
262;(SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (NP (DT the) (NNS states)) (SBAR (WHPP (IN through) (WHNP (WDT which))) (S (NP (DT the) (JJS longest) (NN river)) (VP (VBZ runs)))))));answer(state(traverse_1(longest(river(all)))));"answer(A,(state(A),traverse(B,A),longest(B,(river(B)))))";What are the states through which the longest river runs;Which states intersect with the longest river;object;0
263;(SBARQ (WHNP (WP What)) (SQ (MD can) (NP (PRP you)) (VP (VB tell) (NP (PRP me)) (PP (IN about) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NNP Missouri))))))));answer(population_1(stateid('missouri')));"answer(A,(population(B,A),const(B,stateid(missouri))))";What can you tell me about the population of Missouri;What is the number of people in Missouri;amount;2
264;(SBARQ (WHNP (WP What) (NN capital)) (SQ (VP (VBZ has) (NP (DT the) (JJS largest) (NN population)))));answer(largest_one(population_1(capital(all))));"answer(A,largest(B,(capital(A),population(A,B))))";What capital has the largest population;What capital has the biggest population;object;2
265;(SBARQ (WHNP (WP What) (NN capital)) (SQ (VBZ is) (NP (NP (DT the) (JJS largest)) (PP (IN in) (NP (DT the) (NNP US))))));answer(largest(capital(loc_2(countryid('usa')))));"answer(A,largest(A,(capital(A),loc(A,B),const(B,countryid(usa)))))";What capital is the largest in the US;What capital has the biggest population in the US;object;2
266;(SBARQ (WHNP (WP What) (NNS cities)) (SQ (VBP are) (VP (VBN located) (PP (IN in) (NP (NNP Pennsylvania))))));answer(city(loc_2(stateid('pennsylvania'))));"answer(A,(city(A),loc(A,B),const(B,stateid(pennsylvania))))";What cities are located in Pennsylvania;What cities are in pennsylvania;amount;2
267;(SBARQ (WHNP (WHNP (WP What) (NNS cities)) (PP (IN in) (NP (NNP California)))));answer(city(loc_2(stateid('california'))));"answer(A,(city(A),loc(A,B),const(B,stateid(california))))";What cities in California;What are the cities in california;object;2
268;(SBARQ (WHNP (WHNP (WP What) (NNS cities)) (PP (IN in) (NP (NNP Texas)))) (SQ (VP (VBP have) (NP (NP (DT the) (JJS highest) (NN number)) (PP (IN of) (NP (NNS citizens)))))));answer(largest_one(population_1(city(loc_2(stateid('texas'))))));"answer(A,largest(B,(city(A),loc(A,C),const(C,stateid(texas)),population(A,B))))";What cities in Texas have the highest number of citizens;What cities have the highest number of citizens in Texas;amount;2
269;(SBARQ (WHNP (WHNP (WP What) (NNS cities)) (PP (IN in) (NP (NNP Texas)))) (SQ (VP (VBP have) (NP (DT the) (JJS highest) (NNS populations)))));answer(largest_one(population_1(city(loc_2(stateid('texas'))))));"answer(A,largest(B,(city(A),loc(A,C),const(C,stateid(texas)),population(A,B))))";What cities in Texas have the highest populations;What cities have the highest populations in Texas;amount;2
270;(SBARQ (WHNP (WP What) (NN city)) (SQ (VP (VBZ has) (NP (DT the) (JJS largest) (NN population)))));answer(largest_one(population_1(city(all))));"answer(A,largest(B,(city(A),population(A,B))))";What city has the largest population;What city has the biggest population;amount;2
271;(SBARQ (WHNP (WP What) (NN city)) (SQ (VP (VBZ has) (NP (DT the) (JJS least) (NN population)))));answer(smallest_one(population_1(city(all))));"answer(A,smallest(B,(city(A),population(A,B))))";What city has the least population;What city has the fewest population;amount;2
272;(SBARQ (WHNP (WP What) (NN city)) (SQ (VP (VBZ has) (NP (DT the) (JJS most) (NNS people)))));answer(largest_one(population_1(city(all))));"answer(A,largest(B,(city(A),population(A,B))))";What city has the most people;What city has the highest number of people;amount;2
273;(SBARQ (WHNP (WHNP (WP What) (NN city)) (PP (IN in) (NP (DT the) (NNP United) (NNPS States)))) (SQ (VP (VBZ has) (NP (DT the) (JJS highest) (NN population) (NN density)))));answer(largest_one(density_1(city(loc_2(countryid('usa'))))));"answer(A,largest(B,(city(A),loc(A,C),const(C,countryid(usa)),density(A,B))))";What city in the United States has the highest population density;What city has the highest population density in the United States;amount;2
274;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (NN capital)) (PP (IN of) (NP (NNP Iowa))))));answer(capital(loc_2(stateid('iowa'))));"answer(A,(capital(A),loc(A,B),const(B,stateid(iowa))))";What is capital of Iowa;What is capital of iowa;amount;1
275;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (NN capital)) (PP (IN of) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS lowest) (NN point))))))));answer(capital(loc_2(state(loc_1(lowest(place(all)))))));"answer(A,(capital(A),loc(A,B),state(B),loc(C,B),lowest(C,place(C))))";What is capital of the state with the lowest point;What is capital of the state with the lowest point;amount;0
276;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (JJS largest) (NN capital))));answer(largest(capital(all)));"answer(A,largest(A,capital(A)))";What is largest capital;What is the capital with the highest population;amount;2
277;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJ adjacent) (NN state)) (PP (IN of) (NP (NNP California))))));answer(state(next_to_2(stateid('california'))));"answer(A,(next_to(A,B),state(A),const(B,stateid(california))))";What is the adjacent state of California;Which state intersects with california;amount;2
278;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP Alaska))))));answer(area_1(stateid('alaska')));"answer(A,(area(B,A),const(B,stateid(alaska))))";What is the area of Alaska;What is the size of alaska;object;1
279;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NP (PDT all) (DT the) (NNS states)) (VP (VBN combined)))))));answer(sum(area_1(state(all))));"answer(A,sum(B,(area(C,B),state(C)),A))";What is the area of all the states combined;What is the total size of the states;object;0
280;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP California))))));answer(area_1(stateid('california')));"answer(A,(area(B,A),const(B,stateid(california))))";What is the area of California;What is the size of california;object;2
281;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP Florida))))));answer(area_1(stateid('florida')));"answer(A,(area(B,A),const(B,stateid(florida))))";What is the area of Florida;What is the size of florida;object;2
282;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP Idaho))))));answer(area_1(stateid('idaho')));"answer(A,(area(B,A),const(B,stateid(idaho))))";What is the area of Idaho;What is the size of idaho;object;2
283;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP Maine))))));answer(area_1(stateid('maine')));"answer(A,(area(B,A),const(B,stateid(maine))))";What is the area of Maine;What is the size of maine;object;2
284;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP Maryland)))) (PP (IN in) (NP (JJ square) (NNS kilometers))))));answer(area_1(stateid('maryland')));"answer(A,(area(B,A),const(B,stateid(maryland))))";What is the area of Maryland in square kilometers;What is the size of maryland;object;2
285;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP New) (NNP Mexico))))));answer(area_1(stateid('new mexico')));"answer(A,(area(B,A),const(B,stateid('new mexico'))))";What is the area of New Mexico;What is the size of new mexico;object;2
286;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP Ohio))))));answer(area_1(stateid('ohio')));"answer(A,(area(B,A),const(B,stateid(ohio))))";What is the area of Ohio;What is the size of ohio;object;2
287;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP Seattle))))));"answer(area_1(cityid('seattle', _)))";"answer(A,(area(B,A),const(B,cityid(seattle,_))))";What is the area of Seattle;What is the size of seattle;object;2
288;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP South) (NNP Carolina))))));answer(area_1(stateid('south carolina')));"answer(A,(area(B,A),const(B,stateid('south carolina'))))";What is the area of South Carolina;What is the size of south carolina;object;2
289;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP Texas))))));answer(area_1(stateid('texas')));"answer(A,(area(B,A),const(B,stateid(texas))))";What is the area of Texas;What is the size of texas;object;2
290;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (DT the) (JJS largest) (NN state))))));answer(area_1(largest(state(all))));"answer(A,(area(B,A),largest(B,state(B))))";What is the area of the largest state;What is the size of the biggest state;object;0
291;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (DT the) (JJS smallest) (NN state))))));answer(area_1(smallest(state(all))));"answer(A,(area(B,A),smallest(B,state(B))))";What is the area of the smallest state;What is the size of the smallest state;object;0
292;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (NP (DT the) (NN capital)) (NP (NNP Albany)))))))));"answer(area_1(state(loc_1(capital(cityid('albany', _))))))";"answer(A,(area(B,A),state(B),loc(C,B),capital(C),const(C,cityid(albany,_))))";What is the area of the state with the capital Albany;What is the size of the state that contains the capital Albany;object;0
293;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS smallest) (NN population) (NN density))))))));answer(area_1(smallest_one(density_1(state(all)))));"answer(A,(area(B,A),smallest(C,(state(B),density(B,C)))))";What is the area of the state with the smallest population density;What is the size of the state with the fewest population density;object;0
294;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (DT the) (NNS states))))));answer(area_1(state(all)));"answer(A,(area(B,A),state(B)))";What is the area of the states;What is the size of each states;object;2
295;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (DT the) (NNP Texas) (NN state))))));answer(area_1(state(stateid('texas'))));"answer(A,(area(B,A),const(B,stateid(texas))))";What is the area of the Texas state;What is the size of texas;object;2
296;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN area)) (PP (IN of) (NP (NNP Wisconsin))))));answer(area_1(stateid('wisconsin')));"answer(A,(area(B,A),const(B,stateid(wisconsin))))";What is the area of Wisconsin;What is the size of wisconsin;object;2
297;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (NP (DT the) (JJ average) (NN population)) (PP (IN of) (NP (DT the) (NNP US)))) (PP (IN by) (NP (NN state))))));answer(density_1(countryid('usa')));"answer(A,(density(B,A),const(B,countryid(usa))))";What is the average population of the US by state;What is the average population of each state in US;object;2
298;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (NP (DT the) (JJ average) (NN population)) (PP (IN per) (NP (JJ square) (NN km)))) (PP (IN in) (NP (NNP Pennsylvania))))));answer(density_1(stateid('pennsylvania')));"answer(A,(density(B,A),const(B,stateid(pennsylvania))))";What is the average population per square km in Pennsylvania;What is the average population per 1 square km in Pennsylvania;object;0
299;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (NP (DT the) (JJ average) (NN population)) (PP (IN per) (NP (JJ square) (NN km)))) (PP (IN in) (NP (DT the) (NNP US))))));answer(density_1(countryid('usa')));"answer(A,(density(B,A),const(B,countryid(usa))))";What is the average population per square km in the US;What is the average population per 1 square km in the US;object;0
300;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS biggest) (JJ American) (NN city)) (PP (IN in) (NP (NP (DT a) (NN state)) (PP (IN with) (NP (DT a) (NN river))))))));answer(largest(city(loc_2(state(loc_1(river(all)))))));"answer(A,largest(A,(city(A),loc(A,B),state(B),loc(C,B),river(C))))";What is the biggest American city in a state with a river;What is the biggest city in a state with a river in the US;object;0
301;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS biggest) (NN capital) (NN city)) (PP (IN in) (NP (DT the) (NNP US))))));answer(largest(capital(city(loc_2(countryid('usa'))))));"answer(A,largest(A,(capital(A),loc(A,B),const(B,countryid(usa)))))";What is the biggest capital city in the US;Which capital has the biggest population in the US;object;2
302;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS biggest) (NN city)) (PP (IN in) (NP (NNP Arizona))))));answer(largest(city(loc_2(stateid('arizona')))));"answer(A,largest(A,(city(A),loc(A,B),const(B,stateid(arizona)))))";What is the biggest city in Arizona;Which city has the biggest population in Arizona;object;2
303;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS biggest) (NN city)) (PP (IN in) (NP (NNP Georgia))))));answer(largest(city(loc_2(stateid('georgia')))));"answer(A,largest(A,(city(A),loc(A,B),const(B,stateid(georgia)))))";What is the biggest city in Georgia;Which city has the biggest population in Georgia;object;2
304;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS biggest) (NN city)) (PP (IN in) (NP (NNP Kansas))))));answer(largest(city(loc_2(stateid('kansas')))));"answer(A,largest(A,(city(A),loc(A,B),const(B,stateid(kansas)))))";What is the biggest city in Kansas;Which city has the biggest population in Kansas;object;2
305;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS biggest) (NN city)) (PP (IN in) (NP (NNP Louisiana))))));answer(largest(city(loc_2(stateid('louisiana')))));"answer(A,largest(A,(city(A),loc(A,B),const(B,stateid(louisiana)))))";What is the biggest city in Louisiana;Which city has the biggest population in Louisiana;object;2
306;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS biggest) (NN city)) (PP (IN in) (NP (NNP Nebraska))))));answer(largest(city(loc_2(stateid('nebraska')))));"answer(A,largest(A,(city(A),loc(A,B),const(B,stateid(nebraska)))))";What is the biggest city in Nebraska;Which city has the biggest population in Nebraska;amount;2
307;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS biggest) (NN city)) (PP (IN in) (NP (NNP Oregon))))));answer(largest(city(loc_2(stateid('oregon')))));"answer(A,largest(A,(city(A),loc(A,B),const(B,stateid(oregon)))))";What is the biggest city in Oregon;Which city has the biggest population in Oregon;amount;2
